"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683976382301725E9,"2023-05-13 20:13:02.302 UTC+09:00"
"PAUSE",4.019623512500038E1,1.683976422498131E9,"2023-05-13 20:13:42.498 UTC+09:00"
