"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.682840544745682E9,"2023-04-30 16:42:24.746 UTC+09:00"
"PAUSE",1.059026304166764E1,1.682840555336039E9,"2023-04-30 16:42:35.336 UTC+09:00"
