"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.684063356184812E9,"2023-05-14 20:22:36.185 UTC+09:00"
"PAUSE",6.091457162499864E1,1.684063417098618E9,"2023-05-14 20:23:37.099 UTC+09:00"
