"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683878327493320E9,"2023-05-12 16:58:47.493 UTC+09:00"
"PAUSE",5.198447499999975E1,1.683878379477846E9,"2023-05-12 16:59:39.478 UTC+09:00"
