"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.676706874031510E9,"2023-02-18 16:54:34.032 UTC+09:00"
"PAUSE",2.682606999995187E0,1.676706876714074E9,"2023-02-18 16:54:36.714 UTC+09:00"
