"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683199307255613E9,"2023-05-04 20:21:47.256 UTC+09:00"
"PAUSE",6.356061070834403E1,1.683199370815303E9,"2023-05-04 20:22:50.815 UTC+09:00"
