"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683376984186044E9,"2023-05-06 21:43:04.186 UTC+09:00"
"PAUSE",3.655748870833486E1,1.683377020742751E9,"2023-05-06 21:43:40.743 UTC+09:00"
