"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.685078530469589E9,"2023-05-26 14:22:10.470 UTC+09:00"
"PAUSE",5.318590208333626E1,1.685078583629646E9,"2023-05-26 14:23:03.630 UTC+09:00"
