"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.684474065827589E9,"2023-05-19 14:27:45.828 UTC+09:00"
"PAUSE",4.603521220833318E1,1.684474111861374E9,"2023-05-19 14:28:31.861 UTC+09:00"
