"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.674981675598726E9,"2023-01-29 17:41:15.599 UTC+09:00"
"PAUSE",3.952609333326109E0,1.674981679551265E9,"2023-01-29 17:41:19.551 UTC+09:00"
