"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683977080282613E9,"2023-05-13 20:24:40.283 UTC+09:00"
"PAUSE",4.190110924999681E1,1.683977122183777E9,"2023-05-13 20:25:22.184 UTC+09:00"
