"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.684474826922610E9,"2023-05-19 14:40:26.923 UTC+09:00"
"PAUSE",5.149222866666651E1,1.684474878413243E9,"2023-05-19 14:41:18.413 UTC+09:00"
