"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.685256243009730E9,"2023-05-28 15:44:03.010 UTC+09:00"
"PAUSE",4.309310475000530E1,1.685256286102844E9,"2023-05-28 15:44:46.103 UTC+09:00"
