"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.681914016297099E9,"2023-04-19 23:20:16.297 UTC+09:00"
"PAUSE",6.918232083320618E0,1.681914023215384E9,"2023-04-19 23:20:23.215 UTC+09:00"
