"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.685582886869024E9,"2023-06-01 10:28:06.869 UTC+09:00"
"PAUSE",4.206887241674122E1,1.685582928938296E9,"2023-06-01 10:28:48.938 UTC+09:00"
