"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683183317298222E9,"2023-05-04 15:55:17.298 UTC+09:00"
"PAUSE",8.672085349998088E1,1.683183404018947E9,"2023-05-04 15:56:44.019 UTC+09:00"
