state,time
1559,1
1873,0
1913,1
2489,0
3254,1
3559,0
3600,1
4174,0
5198,1
5499,0
5542,1
6455,0
7409,1
7710,0
7755,1
8840,0
10537,1
10845,0
10891,1
11266,0
