"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.685256467630416E9,"2023-05-28 15:47:47.630 UTC+09:00"
"PAUSE",4.761150400000042E1,1.685256515241930E9,"2023-05-28 15:48:35.242 UTC+09:00"
