"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683879347912760E9,"2023-05-12 17:15:47.913 UTC+09:00"
"PAUSE",5.333463620833390E1,1.683879401247371E9,"2023-05-12 17:16:41.247 UTC+09:00"
