"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.684473956788454E9,"2023-05-19 14:25:56.788 UTC+09:00"
"PAUSE",4.038297387500006E1,1.684473997170176E9,"2023-05-19 14:26:37.170 UTC+09:00"
