"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.684473643375064E9,"2023-05-19 14:20:43.375 UTC+09:00"
"PAUSE",4.147159650000003E1,1.684473684845375E9,"2023-05-19 14:21:24.845 UTC+09:00"
