X,Y,Z,,X,Y,Z
-93.74926758,-68.602005,83.41785431,,-101.9699593,-35.42639542,87.02901459
-93.93319702,-68.80941772,83.80116272,,-102.1538887,-35.63380814,87.412323
-93.93475342,-69.14929199,84.42816925,,-102.1554451,-35.9736824,88.03932953
-94.16506958,-69.44523621,84.84551239,,-102.3857613,-36.26962662,88.45667267
-94.26535034,-69.90751648,84.9283371,,-102.486042,-36.73190689,88.53949738
-94.37130737,-70.41360474,85.19889832,,-102.5919991,-37.23799515,88.81005859
-94.36991882,-70.89111328,85.28973389,,-102.5906105,-37.71550369,88.90089417
-94.3984375,-71.39848328,85.56748199,,-102.6191292,-38.22287369,89.17864227
-94.45063782,-71.84384155,85.94390106,,-102.6713295,-38.66823196,89.55506134
-94.55667114,-72.27120972,86.24442291,,-102.7773628,-39.09560013,89.85558319
-94.84899902,-72.68392944,86.5508194,,-103.0696907,-39.50831985,90.16197968
-94.91490173,-73.00593567,86.81508636,,-103.1355934,-39.83032608,90.42624664
-94.9826355,-73.64501953,87.13296509,,-103.2033272,-40.46940994,90.74412537
-95.17887878,-74.13871765,87.46818542,,-103.3995705,-40.96310806,91.0793457
-95.22592163,-74.61238098,87.836586,,-103.4466133,-41.43677139,91.44774628
-95.35360718,-75.0164032,88.06861877,,-103.5742989,-41.84079361,91.67977905
-95.48788452,-75.55992126,88.07310486,,-103.7085762,-42.38431168,91.68426514
-95.62713623,-76.0128479,88.20241547,,-103.8478279,-42.83723831,91.81357574
-95.83998108,-76.43009949,88.46725464,,-104.0606728,-43.2544899,92.07841492
-96.18841553,-76.90538025,88.73290253,,-104.4091072,-43.72977066,92.34406281
-96.33578491,-77.40380859,88.99876404,,-104.5564766,-44.22819901,92.60992432
-96.49658203,-78.03495789,89.09868622,,-104.7172737,-44.8593483,92.7098465
-96.7631073,-78.45698547,89.42675781,,-104.983799,-45.28137589,93.03791809
-97.08190918,-78.9095459,89.67339325,,-105.3026009,-45.73393631,93.28455353
-97.32125854,-79.20211792,89.68772888,,-105.5419502,-46.02650833,93.29888916
-97.59681702,-79.57925415,89.73503113,,-105.8175087,-46.40364456,93.34619141
-97.81239319,-80.08584595,89.78360748,,-106.0330849,-46.91023636,93.39476776
-98.19898987,-80.35336304,90.10977173,,-106.4196815,-47.17775345,93.72093201
-98.55743408,-80.70341492,90.2183609,,-106.7781258,-47.52780533,93.82952118
-98.82017517,-81.06282043,90.20598602,,-107.0408669,-47.88721085,93.8171463
-98.92927551,-81.57043457,90.08817291,,-107.1499672,-48.39482498,93.69933319
-99.23878479,-81.98519897,89.87421417,,-107.4594765,-48.80958939,93.48537445
-99.38453674,-82.49424744,89.55731964,,-107.6052284,-49.31863785,93.16847992
-99.44143677,-83.10862732,89.34469604,,-107.6621284,-49.93301773,92.95585632
-99.56115723,-83.61767578,89.08995056,,-107.7818489,-50.44206619,92.70111084
-99.73188782,-84.06407166,88.88702393,,-107.9525795,-50.88846207,92.4981842
-99.66212463,-84.38400269,88.7377243,,-107.8828163,-51.2083931,92.34888458
-99.67205811,-84.67518616,88.51236725,,-107.8927498,-51.49957657,92.12352753
-99.60147095,-84.99301147,88.24501038,,-107.8221626,-51.81740189,91.85617065
-99.64035034,-85.43788147,88.06268311,,-107.861042,-52.26227188,91.67384338
-99.61360168,-85.7240448,87.75948334,,-107.8342934,-52.54843521,91.37064362
-99.4995575,-86.03236389,87.48989868,,-107.7202492,-52.8567543,91.10105896
-99.35174561,-86.3505249,87.09030914,,-107.5724373,-53.17491531,90.70146942
-99.22109985,-86.62249756,86.83100891,,-107.4417915,-53.44688797,90.44216919
-99.0637207,-86.9743042,86.67440033,,-107.2844124,-53.79869461,90.28556061
-98.92436218,-87.33195496,86.34996033,,-107.1450539,-54.15634537,89.96112061
-98.71069336,-87.59718323,86.02039337,,-106.931385,-54.42157364,89.63155365
-98.45709229,-87.84744263,85.5872879,,-106.677784,-54.67183304,89.19844818
-98.24143982,-88.11387634,85.1187973,,-106.4621315,-54.93826675,88.72995758
-97.96925354,-88.29083252,84.58319092,,-106.1899452,-55.11522293,88.1943512
-97.88273621,-88.46969604,83.84602356,,-106.1034279,-55.29408646,87.45718384
-97.60691833,-88.70188904,83.45038605,,-105.82761,-55.52627945,87.06154633
-97.20706177,-88.88201904,83.14826202,,-105.4277534,-55.70640945,86.7594223
-96.92279053,-89.25849915,82.68473053,,-105.1434822,-56.08288956,86.29589081
-96.62295532,-89.58036804,82.3924408,,-104.843647,-56.40475845,86.00360107
-96.449646,-89.79563904,81.9624939,,-104.6703377,-56.62002945,85.57365417
-96.27204895,-90.11637878,81.50766754,,-104.4927406,-56.9407692,85.11882782
-96.10820007,-90.59861755,81.31996155,,-104.3288918,-57.42300797,84.93112183
-95.92926025,-90.88818359,80.93519592,,-104.1499519,-57.71257401,84.5463562
-95.80499268,-91.02438354,80.52449036,,-104.0256844,-57.84877396,84.13565063
-95.67759705,-91.34068298,80.21465302,,-103.8982887,-58.16507339,83.82581329
-95.61697388,-91.69010925,79.92279816,,-103.8376656,-58.51449966,83.53395844
-95.61938477,-92.04682922,79.56764984,,-103.8400764,-58.87121964,83.17881012
-95.64567566,-92.47715759,79.23378754,,-103.8663673,-59.301548,82.84494781
-95.53500366,-92.96432495,78.77431488,,-103.7556953,-59.78871536,82.38547516
-95.53919983,-93.33312988,78.31440735,,-103.7598915,-60.15752029,81.92556763
-95.50202942,-93.83460999,77.88783264,,-103.7227211,-60.6590004,81.49899292
-95.52958679,-94.23571777,77.60612488,,-103.7502785,-61.06010818,81.21728516
-95.61587524,-94.7046051,77.34488678,,-103.8365669,-61.52899551,80.95604706
-95.49435425,-95.21432495,76.84207153,,-103.7150459,-62.03871536,80.45323181
-95.41897583,-95.59082031,76.40949249,,-103.6396675,-62.41521072,80.02065277
-95.57566833,-95.87969971,75.95648193,,-103.79636,-62.70409012,79.56764221
-95.81590271,-96.29200745,75.50704956,,-104.0365944,-63.11639786,79.11820984
-96.05137634,-96.64135742,75.07298279,,-104.272068,-63.46574783,78.68414307
-96.17222595,-97.03961182,74.55325317,,-104.3929176,-63.86400223,78.16441345
-96.4503479,-97.46896362,74.04710388,,-104.6710396,-64.29335403,77.65826416
-96.74676514,-97.88079834,73.69464111,,-104.9674568,-64.70518875,77.30580139
-97.01048279,-98.42681885,73.28736877,,-105.2311745,-65.25120926,76.89852905
-97.01048279,-98.42681885,73.28736877,,-105.2311745,-65.25120926,76.89852905
-97.46983337,-98.74482727,72.8859024,,-105.6905251,-65.56921768,76.49706268
-97.96549988,-99.08853149,72.46322632,,-106.1861916,-65.91292191,76.0743866
-98.52980042,-99.60671997,72.03203583,,-106.7504921,-66.43111038,75.64319611
-98.91334534,-100.114975,71.82801056,,-107.134037,-66.93936539,75.43917084
-99.46054077,-100.6339722,71.4751358,,-107.6812325,-67.45836258,75.08629608
-99.99664307,-101.1091461,71.33509064,,-108.2173347,-67.93353653,74.94625092
-100.6562042,-101.5060577,71.05620575,,-108.8768959,-68.33044815,74.66736603
-101.1631622,-101.8740845,70.79039764,,-109.3838539,-68.69847488,74.40155792
-101.7911377,-102.3539581,70.36116791,,-110.0118294,-69.17834854,73.97232819
-102.239563,-102.8916168,70.10610199,,-110.4602547,-69.71600723,73.71726227
-102.8160706,-103.1514893,69.91429138,,-111.0367622,-69.97587967,73.52545166
-103.3054962,-103.6595459,69.61847687,,-111.5261879,-70.48393631,73.22963715
-103.701767,-104.1768341,69.19802094,,-111.9224586,-71.00122452,72.80918121
-104.0151825,-104.8016357,68.73618317,,-112.2358742,-71.62602615,72.34734344
-104.2944183,-105.3271637,68.41363525,,-112.51511,-72.15155411,72.02479553
-104.5561218,-105.7386475,68.1685257,,-112.7768135,-72.56303787,71.77968597
-104.7342072,-106.1034241,67.9447403,,-112.9548988,-72.92781448,71.55590057
-104.9919739,-106.2406311,67.63463593,,-113.2126656,-73.06502151,71.2457962
-105.075058,-106.4361115,67.36578369,,-113.2957497,-73.26050186,70.97694397
-105.2289124,-106.7698059,66.98610687,,-113.449604,-73.59419632,70.59726715
-105.3231659,-107.0267639,66.70010376,,-113.5438576,-73.85115433,70.31126404
-105.4733582,-107.3648834,66.48429108,,-113.6940498,-74.18927383,70.09545135
-105.62146,-107.6876678,66.32376862,,-113.8421516,-74.51205826,69.93492889
-105.6351776,-108.0289459,66.01954651,,-113.8558693,-74.85333633,69.63070679
-105.5315857,-108.2360077,65.62115479,,-113.7522774,-75.0603981,69.23231506
-105.5330811,-108.4082031,65.44586182,,-113.7537727,-75.23259354,69.05702209
-105.4550781,-108.7541046,65.17436218,,-113.6757698,-75.57849503,68.78552246
-105.2950439,-109.0997467,64.91116333,,-113.5157356,-75.92413712,68.52232361
-105.012619,-109.3938446,64.63226318,,-113.2333107,-76.21823502,68.24342346
-104.8154907,-109.648056,64.22187805,,-113.0361824,-76.47244644,67.83303833
-104.6439514,-109.9554596,63.8601532,,-112.8646431,-76.77985001,67.47131348
-104.4221954,-110.302597,63.37124634,,-112.6428871,-77.12698746,66.98240662
-103.9988098,-110.7510223,62.82524109,,-112.2195015,-77.57541275,66.43640137
-103.6992493,-111.2389832,62.42407227,,-111.9199409,-78.06337357,66.03523254
-103.3343964,-111.624939,61.97956848,,-111.555088,-78.44932938,65.59072876
-103.061554,-111.9690399,61.66999817,,-111.2822456,-78.79343033,65.28115845
-102.5856628,-112.3290558,61.17245483,,-110.8063545,-79.1534462,64.78361511
-102.3030396,-112.7413483,60.74504089,,-110.5237312,-79.56573868,64.35620117
-101.9091797,-113.1226959,60.51593018,,-110.1298714,-79.94708633,64.12709045
-101.4848785,-113.514267,60.37257385,,-109.7055702,-80.33865738,63.98373413
-101.0401001,-113.855835,60.01605225,,-109.2607918,-80.68022537,63.62721252
-100.495163,-114.2265778,59.76730347,,-108.7158546,-81.05096817,63.37846375
-100.0452118,-114.4653015,59.58053589,,-108.2659035,-81.28969193,63.19169617
-99.79266357,-114.7622223,59.46614075,,-108.0133553,-81.5866127,63.07730103
-99.34106445,-114.8252563,59.44000244,,-107.5617561,-81.64964676,63.05116272
-98.85211182,-114.8406219,59.02391052,,-107.0728035,-81.66501236,62.6350708
-98.44342041,-115.0662079,58.5871582,,-106.6641121,-81.8905983,62.19831848
-97.86975098,-115.2330627,58.07124329,,-106.0904427,-82.05745316,61.68240356
-97.37426758,-115.3003998,57.62739563,,-105.5949593,-82.12479019,61.23855591
-96.8422699,-115.5551605,57.35038757,,-105.0629616,-82.37955093,60.96154785
-96.40527344,-115.5974274,57.01937866,,-104.6259651,-82.42181778,60.63053894
-95.83952332,-115.8209686,56.70106506,,-104.060215,-82.64535904,60.31222534
-95.14082336,-115.9190826,56.34616089,,-103.361515,-82.74347305,59.95732117
-94.58302307,-116.0899353,56.00785828,,-102.8037148,-82.91432571,59.61901855
-93.99255371,-116.2905121,55.69271851,,-102.2132454,-83.1149025,59.30387878
-93.57884216,-116.3757477,55.43269348,,-101.7995338,-83.20013809,59.04385376
-93.15490723,-116.5619354,55.00343323,,-101.3755989,-83.38632584,58.61459351
-92.69781494,-116.584259,54.59040833,,-100.9185066,-83.40864944,58.2015686
-92.1529541,-116.7267609,54.40687561,,-100.3736458,-83.55115128,58.01803589
-91.76612854,-116.8788757,54.31246948,,-99.98682022,-83.70326614,57.92362976
-91.34613037,-117.0019989,54.09518433,,-99.56682205,-83.82638931,57.7063446
-90.90127563,-117.1101837,53.99612427,,-99.12196732,-83.93457413,57.60728455
-90.45674133,-117.2371521,53.82626343,,-98.67743301,-84.06154251,57.43742371
-90.07566833,-117.3941193,53.67933655,,-98.29636002,-84.21850967,57.29049683
-89.837677,-117.4285736,53.41487122,,-98.05836868,-84.25296402,57.02603149
-89.59391785,-117.4402161,53.16273499,,-97.81460953,-84.26460648,56.77389526
-89.25508118,-117.6177979,53.06462097,,-97.47577286,-84.44218826,56.67578125
-88.96659851,-117.7426147,53.10636902,,-97.18729019,-84.56700516,56.7175293
-88.73797607,-117.9528503,52.86578369,,-96.95866776,-84.77724075,56.47694397
-88.39738464,-118.1368103,52.67622375,,-96.61807632,-84.96120071,56.28738403
-88.09735107,-118.4125366,52.4506073,,-96.31804276,-85.23692703,56.06176758
-87.98817444,-118.7005615,52.19140625,,-96.20886612,-85.52495193,55.80256653
-87.737854,-118.9708252,51.81356812,,-95.95854568,-85.79521561,55.42472839
-87.67515564,-119.2173615,51.66688538,,-95.89584732,-86.04175186,55.27804565
-87.51832581,-119.5553131,51.5612793,,-95.73901749,-86.37970352,55.17243958
-87.3241272,-119.9929504,51.2774353,,-95.54481888,-86.81734085,54.88859558
-87.21009827,-120.3633881,51.19017029,,-95.43078995,-87.18777847,54.80133057
-87.17175293,-120.6895905,51.28005981,,-95.39244461,-87.51398087,54.89122009
-87.12387085,-120.8543243,51.38142395,,-95.34456253,-87.67871475,54.99258423
-87.01646423,-121.0735016,51.25186157,,-95.23715591,-87.897892,54.86302185
-86.87139893,-121.4780731,51.2817688,,-95.09209061,-88.30246353,54.89292908
-86.69866943,-121.7796021,51.24809265,,-94.91936111,-88.60399246,54.85925293
-86.78103638,-122.0693512,51.32743835,,-95.00172806,-88.89374161,54.93859863
-86.64099121,-122.2774048,51.44981384,,-94.86168289,-89.1017952,55.06097412
-86.60635376,-122.4358673,51.43023682,,-94.82704544,-89.26025772,55.04139709
-86.59944153,-122.7026367,51.36483765,,-94.82013321,-89.52702713,54.97599792
-86.63105774,-122.914978,51.27288818,,-94.85174942,-89.73936844,54.88404846
-86.67738342,-123.2377014,51.09815979,,-94.8980751,-90.06209183,54.70932007
-86.66558838,-123.4731903,50.95756531,,-94.88628006,-90.29758072,54.56872559
-86.51573181,-123.7292633,50.95800781,,-94.73642349,-90.55365372,54.56916809
-86.58601379,-123.9998169,50.88848877,,-94.80670547,-90.82420731,54.49964905
-86.48577881,-124.2134247,50.9417572,,-94.70647049,-91.03781509,54.55291748
-86.36233521,-124.3844604,50.76898193,,-94.58302689,-91.20885086,54.38014221
-86.34872437,-124.531189,50.68887329,,-94.56941605,-91.35557938,54.30003357
-86.26451111,-124.6097107,50.39155579,,-94.48520279,-91.4341011,54.00271606
-86.30610657,-124.8642731,50.20417786,,-94.52679825,-91.68866348,53.81533813
-86.35569763,-125.1483002,50.02668762,,-94.57638931,-91.97269058,53.6378479
-86.32633972,-125.3356476,49.8996582,,-94.5470314,-92.16003799,53.51081848
-86.20936584,-125.493927,49.72857666,,-94.43005753,-92.31831741,53.33973694
-86.31178284,-125.5930939,49.73326111,,-94.53247452,-92.41748428,53.34442139
-86.28321838,-125.5185242,49.77072144,,-94.50391006,-92.34291458,53.38188171
-86.17703247,-125.6513824,49.77316284,,-94.39772415,-92.47577286,53.38432312
-86.14076233,-125.7554932,49.72660828,,-94.36145401,-92.57988358,53.33776855
-85.93040466,-125.7576447,49.88092041,,-94.15109634,-92.58203506,53.49208069
-85.80072021,-125.8777313,49.89585876,,-94.0214119,-92.70212173,53.50701904
-85.7746582,-126.011795,49.92207336,,-93.99534988,-92.83618546,53.53323364
-85.52268982,-126.1365356,49.86329651,,-93.7433815,-92.96092606,53.47445679
-85.26074219,-126.1128387,49.80422974,,-93.48143387,-92.93722916,53.41539001
-84.90675354,-126.1256104,49.82901001,,-93.12744522,-92.95000076,53.44017029
-84.67393494,-126.2601318,49.60670471,,-92.89462662,-93.08452225,53.21786499
-84.30010986,-126.4060516,49.25753784,,-92.52080154,-93.23044205,52.86869812
-84.09773254,-126.6266327,49.31469727,,-92.31842422,-93.4510231,52.92585754
-83.84690857,-126.7289886,49.23155212,,-92.06760025,-93.55337906,52.8427124
-83.69422913,-126.7953186,49.11608887,,-91.91492081,-93.61970901,52.72724915
-83.21951294,-126.833252,48.82662964,,-91.44020462,-93.65764236,52.43778992
-82.8044281,-126.9625702,48.68778992,,-91.02511978,-93.7869606,52.2989502
-82.3132019,-127.0046234,48.62171936,,-90.53389359,-93.82901382,52.23287964
-81.99468994,-127.0691528,48.68360901,,-90.21538162,-93.89354324,52.29476929
-81.57829285,-127.1176147,48.7068634,,-89.79898453,-93.94200516,52.31802368
-81.201828,-127.1284485,48.83824158,,-89.42251968,-93.9528389,52.44940186
-80.96885681,-127.1480865,49.18920898,,-89.18954849,-93.97247696,52.80036926
-80.47970581,-127.1416473,49.29521179,,-88.70039749,-93.96603775,52.90637207
-79.89413452,-127.0602722,49.32479858,,-88.1148262,-93.88466263,52.93595886
-79.41572571,-126.9476471,49.49118042,,-87.63641739,-93.77203751,53.1023407
-79.00134277,-126.8683472,49.70504761,,-87.22203445,-93.69273758,53.31620789
-78.5017395,-126.7891998,49.89399719,,-86.72243118,-93.61359024,53.50515747
-77.96549988,-126.88414,50.17762756,,-86.18619156,-93.70853043,53.78878784
-77.47160339,-126.8435211,50.34432983,,-85.69229507,-93.66791153,53.95549011
-76.8915863,-126.6052704,50.32621765,,-85.11227798,-93.4296608,53.93737793
-76.27397156,-126.3544006,50.50718689,,-84.49466324,-93.17879105,54.11834717
-75.78520203,-126.1295776,50.7674408,,-84.00589371,-92.95396805,54.37860107
-75.29646301,-125.9461212,50.90379333,,-83.51715469,-92.77051163,54.51495361
-74.73516846,-125.9070129,51.27252197,,-82.95586014,-92.73140335,54.88368225
-74.28642273,-125.9229431,51.62985229,,-82.50711441,-92.74733353,55.24101257
-73.76795959,-125.8269958,52.11053467,,-81.98865128,-92.65138626,55.72169495
-73.33306885,-125.6315613,52.58564758,,-81.55376053,-92.45595169,56.19680786
-72.88691711,-125.3639374,53.32237244,,-81.1076088,-92.18832779,56.93353271
-72.51579285,-125.2543335,53.85345459,,-80.73648453,-92.07872391,57.46461487
-72.20959473,-125.1655579,54.24908447,,-80.43028641,-91.98994827,57.86024475
-71.97442627,-124.8242645,54.74725342,,-80.19511795,-91.64865494,58.3584137
-71.95307922,-124.4766693,55.23820496,,-80.1737709,-91.30105972,58.84936523
-71.98434448,-124.0097046,55.69496155,,-80.20503616,-90.834095,59.30612183
-71.92147827,-123.4975739,56.27648926,,-80.14216995,-90.32196426,59.88764954
-71.90255737,-123.0037231,56.96784973,,-80.12324905,-89.82811356,60.57901001
-71.84486389,-122.3023376,57.44245911,,-80.06555557,-89.12672806,61.05361938
-71.90722656,-121.5471954,57.81712341,,-80.12791824,-88.37158585,61.42828369
-72.05691528,-120.805603,58.13639832,,-80.27760696,-87.62999344,61.74755859
-72.073349,-119.9718018,58.33013916,,-80.29404068,-86.79619217,61.94129944
-72.23782349,-119.1498108,58.65637207,,-80.45851517,-85.9742012,62.26753235
-72.45457458,-118.1281433,58.73828125,,-80.67526627,-84.95253372,62.34944153
-72.43910217,-116.9498901,58.789505,,-80.65979385,-83.77428055,62.40066528
-72.51730347,-115.7683105,58.7049408,,-80.73799515,-82.59270096,62.31610107
-72.60549927,-114.6647034,58.52903748,,-80.82619095,-81.48909378,62.14019775
-72.79180908,-113.4862976,58.55744934,,-81.01250076,-80.31068802,62.16860962
-72.78578186,-112.1721802,58.71897888,,-81.00647354,-78.99657059,62.33013916
-72.79745483,-110.7633209,58.61915588,,-81.01814651,-77.58771133,62.23031616
-72.87176514,-109.1660309,58.6199646,,-81.09245682,-75.9904213,62.23112488
-72.9523468,-107.5094147,58.67430115,,-81.17303848,-74.33380508,62.28546143
-73.1541748,-105.9397583,58.66377258,,-81.37486649,-72.76414871,62.27493286
-73.25192261,-104.2555847,58.69915771,,-81.47261429,-71.07997513,62.31031799
-73.27703857,-102.4954834,58.63931274,,-81.49773026,-69.31987381,62.25047302
-73.2649231,-100.81073,58.60134888,,-81.48561478,-67.63512039,62.21250916
-73.57156372,-98.9861145,58.47598267,,-81.7922554,-65.81050491,62.08714294
-73.98141479,-97.37417603,58.41003418,,-82.20210648,-64.19856644,62.02119446
-74.17082214,-95.61984253,58.25166321,,-82.39151382,-62.44423294,61.86282349
-74.33204651,-93.84461975,58.33685303,,-82.55273819,-60.66901016,61.94801331
-74.60557556,-92.21759033,58.34785461,,-82.82626724,-59.04198074,61.95901489
-75.02572632,-90.52323914,58.53843689,,-83.246418,-57.34762955,62.14959717
-75.28813171,-89.05924988,58.79722595,,-83.50882339,-55.88364029,62.40838623
-75.95996094,-87.42010498,58.97259521,,-84.18065262,-54.24449539,62.58375549
-76.46330261,-85.90551758,58.9434967,,-84.68399429,-52.72990799,62.55465698
-77.04187012,-84.33058167,59.14231873,,-85.2625618,-51.15497208,62.753479
-77.45753479,-82.72137451,59.4777832,,-85.67822647,-49.54576492,63.08894348
-78.13296509,-81.19677734,59.75045776,,-86.35365677,-48.02116776,63.36161804
-78.74623108,-79.66537476,60.06254578,,-86.96692276,-46.48976517,63.67370605
-79.38423157,-78.30690002,60.36830139,,-87.60492325,-45.13129044,63.97946167
-79.99766541,-76.79074097,60.43913269,,-88.21835709,-43.61513138,64.05029297
-80.60256958,-75.40487671,60.692276,,-88.82326126,-42.22926712,64.30343628
-81.08680725,-74.06088257,60.77354431,,-89.30749893,-40.88527298,64.38470459
-81.86465454,-72.63838196,60.95922852,,-90.08534622,-39.46277237,64.57038879
-82.42108154,-71.34040833,61.05038452,,-90.64177322,-38.16479874,64.6615448
-83.12162781,-70.02558899,61.25247192,,-91.34231949,-36.8499794,64.8636322
-83.80052185,-68.8013916,61.60093689,,-92.02121353,-35.62578201,65.21209717
-84.52191162,-67.55621338,61.82901001,,-92.7426033,-34.38060379,65.44017029
-85.20562744,-66.36209106,62.13705444,,-93.42631912,-33.18648148,65.74821472
-86.00796509,-65.29684448,62.51673889,,-94.22865677,-32.12123489,66.12789917
-86.54911804,-64.35507202,62.82139587,,-94.76980972,-31.17946243,66.43255615
-87.08360291,-63.36549759,63.18034363,,-95.30429459,-30.189888,66.79150391
-87.82202148,-62.29714584,63.710495,,-96.04271317,-29.12153625,67.32165527
-88.49249268,-61.1391716,64.07015991,,-96.71318436,-27.96356201,67.68132019
-89.09777832,-59.90167618,64.48919678,,-97.31847,-26.72606659,68.10035706
-89.8427887,-58.87059402,64.9021759,,-98.06348038,-25.69498444,68.51333618
-90.62614441,-57.82881546,65.21655273,,-98.84683609,-24.65320587,68.82771301
-91.36103821,-56.91745377,65.62871552,,-99.58172989,-23.74184418,69.23987579
-91.94377136,-55.90353012,66.01467896,,-100.164463,-22.72792053,69.62583923
-92.70162964,-54.99502182,66.38968658,,-100.9223213,-21.81941223,70.00084686
-93.34873962,-54.11069107,66.71520996,,-101.5694313,-20.93508148,70.32637024
-94.07017517,-53.17105484,66.92869568,,-102.2908669,-19.99544525,70.53985596
-94.67645264,-52.27530289,67.16043091,,-102.8971443,-19.0996933,70.77159119
-95.41998291,-51.40031815,67.42071533,,-103.6406746,-18.22470856,71.03187561
-96.13302612,-50.39388657,67.72090149,,-104.3537178,-17.21827698,71.33206177
-96.73562622,-49.34087753,67.92288971,,-104.9563179,-16.16526794,71.53404999
-97.38786316,-48.37142563,68.09914398,,-105.6085548,-15.19581604,71.71030426
-97.95703125,-47.48643875,68.35346222,,-106.1777229,-14.31082916,71.9646225
-98.58494568,-46.4822731,68.63599396,,-106.8056374,-13.30666351,72.24715424
-99.12483215,-45.47032547,68.96431732,,-107.3455238,-12.29471588,72.5754776
-99.63494873,-44.40082169,69.28094482,,-107.8556404,-11.2252121,72.8921051
-99.99938965,-43.32068253,69.42054749,,-108.2200813,-10.14507294,73.03170776
-100.4827423,-42.25810623,69.58365631,,-108.703434,-9.082496643,73.19481659
-100.9279022,-41.3508873,69.71117401,,-109.1485939,-8.17527771,73.32233429
-101.3117065,-40.4631691,69.93222809,,-109.5323982,-7.287559509,73.54338837
-101.6246796,-39.35505295,70.27963257,,-109.8453712,-6.179443359,73.89079285
-101.9259644,-38.33844376,70.58952332,,-110.146656,-5.162834167,74.20068359
-102.2537994,-37.37915421,70.85770416,,-110.4744911,-4.203544617,74.46886444
-102.6496735,-36.54894638,71.14782715,,-110.8703651,-3.373336792,74.75898743
-103.0655823,-35.64235306,71.43034363,,-111.286274,-2.466743469,75.04150391
-103.4308472,-34.7810173,71.54090881,,-111.6515388,-1.605407715,75.15206909
-103.7424927,-33.90429306,71.73625946,,-111.9631844,-0.728683472,75.34741974
-103.8950348,-33.06920242,71.84958649,,-112.1157265,0.106407166,75.46074677
-103.9410858,-32.34136581,71.90518951,,-112.1617775,0.834243774,75.51634979
-104.1679993,-31.73153687,71.94303131,,-112.3886909,1.444072723,75.55419159
-104.3446198,-31.15733719,71.8107605,,-112.5653114,2.0182724,75.42192078
-104.5011292,-30.49450684,71.86860657,,-112.7218208,2.681102753,75.47976685
-104.7736969,-29.78546143,71.91300201,,-112.9943886,3.390148163,75.52416229
-104.9845276,-29.18113327,72.02692413,,-113.2052193,3.994476318,75.63808441
-105.006546,-28.53579712,72.11045074,,-113.2272377,4.639812469,75.72161102
-104.9846497,-27.97974014,72.21295929,,-113.2053413,5.195869446,75.82411957
-105.1590271,-27.57893753,72.16255188,,-113.3797188,5.596672058,75.77371216
-105.2636108,-27.16032028,72.16728973,,-113.4843025,6.015289307,75.77845001
-105.339386,-26.79000092,72.23303223,,-113.5600777,6.385608673,75.8441925
-105.3528595,-26.3478241,72.26437378,,-113.5735512,6.827785492,75.87553406
-105.4282227,-26.01702881,72.28361511,,-113.6489143,7.15858078,75.89477539
-105.5077057,-25.53953171,72.41621399,,-113.7283974,7.636077881,76.02737427
-105.4943695,-25.2999649,72.43138885,,-113.7150612,7.875644684,76.04254913
-105.5771332,-25.01363754,72.49378204,,-113.7978249,8.161972046,76.10494232
-105.6256256,-24.61500168,72.52307892,,-113.8463173,8.56060791,76.1342392
-105.6616211,-24.29058456,72.46686554,,-113.8823128,8.885025024,76.07802582
-105.609436,-23.96029282,72.54532623,,-113.8301277,9.215316772,76.15648651
-105.5189056,-23.58407974,72.60536957,,-113.7395973,9.591529846,76.21652985
-105.7211151,-23.20723724,72.64524841,,-113.9418068,9.968372345,76.25640869
-105.6798859,-22.8503685,72.39159393,,-113.9005775,10.32524109,76.00275421
-105.6253662,-22.60369492,72.07189941,,-113.8460579,10.57191467,75.68305969
-105.6933899,-22.28103638,71.89392853,,-113.9140816,10.89457321,75.50508881
-105.7533875,-22.20961761,71.80421448,,-113.9740791,10.96599197,75.41537476
-105.7436829,-21.99409866,72.00231934,,-113.9643745,11.18151093,75.61347961
-105.7527924,-21.75509262,72.03660583,,-113.973484,11.42051697,75.64776611
-105.4908295,-21.75732422,71.80714417,,-113.7115211,11.41828537,75.41830444
-105.45047,-21.68368912,71.84130096,,-113.6711617,11.49192047,75.45246124
-105.4789734,-21.45091629,71.99378967,,-113.6996651,11.7246933,75.60494995
-105.3272095,-21.34498596,71.89544678,,-113.5479012,11.83062363,75.50660706
-105.364563,-21.07348633,71.89768219,,-113.5852547,12.10212326,75.50884247
-105.0699615,-20.99700165,71.98339844,,-113.2906532,12.17860794,75.59455872
-105.0124207,-20.90130997,72.12078857,,-113.2331123,12.27429962,75.73194885
-104.9094543,-20.67201996,72.14685822,,-113.130146,12.50358963,75.75801849
-104.7387238,-20.67560959,72.31976318,,-112.9594154,12.5,75.93092346
-104.8386383,-20.62093735,72.43392181,,-113.05933,12.55467224,76.04508209
-104.8979187,-20.50385666,72.31913757,,-113.1186104,12.67175293,75.93029785
-104.8419647,-20.52503967,72.338974,,-113.0626564,12.65056992,75.95013428
-104.730072,-20.49598312,72.41304779,,-112.9507637,12.67962646,76.02420807
-104.7221069,-20.54660416,72.35460663,,-112.9427986,12.62900543,75.96576691
-104.6324463,-20.42087555,72.38679504,,-112.853138,12.75473404,75.99795532
-104.7545929,-20.42424774,72.48288727,,-112.9752846,12.75136185,76.09404755
-104.7725983,-20.34025574,72.43863678,,-112.9932899,12.83535385,76.04979706
-104.8572235,-20.2196579,72.52518463,,-113.0779152,12.95595169,76.13634491
