"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.685251997012142E9,"2023-05-28 14:33:17.012 UTC+09:00"
"PAUSE",5.120620416666498E1,1.685252048218380E9,"2023-05-28 14:34:08.218 UTC+09:00"
