"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.681913750095395E9,"2023-04-19 23:15:50.095 UTC+09:00"
"PAUSE",7.581530708324863E0,1.681913757677032E9,"2023-04-19 23:15:57.677 UTC+09:00"
