"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.674979866172037E9,"2023-01-29 17:11:06.172 UTC+09:00"
"PAUSE",3.448530749999918E0,1.674979869620526E9,"2023-01-29 17:11:09.621 UTC+09:00"
