state,time
1362,1
1530,0
1580,1
1973,0
2729,1
2911,0
2961,1
3401,0
4170,1
4330,0
4376,1
4859,0
5844,1
6012,0
6066,1
7005,0
7998,1
8164,0
8218,1
8905,0
