"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.684647033712292E9,"2023-05-21 14:30:33.712 UTC+09:00"
"PAUSE",5.028536812499806E1,1.684647083997147E9,"2023-05-21 14:31:23.997 UTC+09:00"
