state,time
1132,1
1416,0
1466,1
1834,0
2439,1
2730,0
2776,1
3171,0
3891,1
4179,0
4222,1
4653,0
5494,1
5787,0
5829,1
6206,0
6961,1
7257,0
7299,1
7665,0
