state,time
1563,1
1866,0
1907,1
2344,0
2886,1
3187,0
3229,1
3564,0
4549,1
4859,0
4903,1
5588,0
6492,1
6793,0
6836,1
7194,0
7735,1
8048,0
8086,1
8457,0
