"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683378934025938E9,"2023-05-06 22:15:34.026 UTC+09:00"
"PAUSE",4.225758695833429E1,1.683378976283710E9,"2023-05-06 22:16:16.284 UTC+09:00"
