"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.682840495188006E9,"2023-04-30 16:41:35.188 UTC+09:00"
"PAUSE",1.090466658340301E1,1.682840506092897E9,"2023-04-30 16:41:46.093 UTC+09:00"
