"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683166821884013E9,"2023-05-04 11:20:21.884 UTC+09:00"
"PAUSE",7.920028783334419E1,1.683166901084271E9,"2023-05-04 11:21:41.084 UTC+09:00"
