"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.684645593726670E9,"2023-05-21 14:06:33.727 UTC+09:00"
"PAUSE",4.006169129166665E1,1.684645633788192E9,"2023-05-21 14:07:13.788 UTC+09:00"
