"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.684648902100663E9,"2023-05-21 15:01:42.101 UTC+09:00"
"PAUSE",5.346838741667307E1,1.684648955570095E9,"2023-05-21 15:02:35.570 UTC+09:00"
