"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683976785943079E9,"2023-05-13 20:19:45.943 UTC+09:00"
"PAUSE",4.080312766666611E1,1.683976826745938E9,"2023-05-13 20:20:26.746 UTC+09:00"
