"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.681911123359302E9,"2023-04-19 22:32:03.359 UTC+09:00"
"PAUSE",6.329530333343428E0,1.681911129688793E9,"2023-04-19 22:32:09.689 UTC+09:00"
