"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683163499721261E9,"2023-05-04 10:24:59.721 UTC+09:00"
"PAUSE",5.593322587499279E1,1.683163555654239E9,"2023-05-04 10:25:55.654 UTC+09:00"
