"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683376593693860E9,"2023-05-06 21:36:33.694 UTC+09:00"
"PAUSE",4.665386241666784E1,1.683376640346729E9,"2023-05-06 21:37:20.347 UTC+09:00"
