state,time
1267,1
1434,0
1482,1
2285,0
2865,1
3031,0
3076,1
3591,0
4328,1
4489,0
4535,1
5120,0
5848,1
6017,0
6060,1
6705,0
7521,1
7692,0
7737,1
8326,0
