"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.681903467571023E9,"2023-04-19 20:24:27.571 UTC+09:00"
"PAUSE",1.134158795833355E1,1.681903478912308E9,"2023-04-19 20:24:38.912 UTC+09:00"
