"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.681896678890888E9,"2023-04-19 18:31:18.891 UTC+09:00"
"PAUSE",4.183347166661406E0,1.681896683074184E9,"2023-04-19 18:31:23.074 UTC+09:00"
