state,time
1447,1
1614,0
1663,1
2208,0
2966,1
3126,0
3177,1
3725,0
4551,1
4724,0
4773,1
5383,0
6298,1
6466,0
6514,1
6982,0
7908,1
8079,0
8122,1
8729,0
