state,time
1454,1
1622,0
1673,1
2381,0
3265,1
3438,0
3484,1
4067,0
5034,1
5202,0
5248,1
6241,0
7009,1
7172,0
7225,1
8205,0
9168,1
9334,0
9388,1
10075,0
