"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683885940679807E9,"2023-05-12 19:05:40.680 UTC+09:00"
"PAUSE",5.844838483333297E1,1.683885999128165E9,"2023-05-12 19:06:39.128 UTC+09:00"
