"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.684472793529134E9,"2023-05-19 14:06:33.529 UTC+09:00"
"PAUSE",4.411117445833338E1,1.684472837640257E9,"2023-05-19 14:07:17.640 UTC+09:00"
