"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683378447111387E9,"2023-05-06 22:07:27.111 UTC+09:00"
"PAUSE",4.557829287499772E1,1.683378492689880E9,"2023-05-06 22:08:12.690 UTC+09:00"
