"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.685083176447581E9,"2023-05-26 15:39:36.448 UTC+09:00"
"PAUSE",5.316249299999618E1,1.685083229609954E9,"2023-05-26 15:40:29.610 UTC+09:00"
