"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683977731488026E9,"2023-05-13 20:35:31.488 UTC+09:00"
"PAUSE",3.952605866666636E1,1.683977771014136E9,"2023-05-13 20:36:11.014 UTC+09:00"
