"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.685254174014728E9,"2023-05-28 15:09:34.015 UTC+09:00"
"PAUSE",4.600356483334326E1,1.685254220018266E9,"2023-05-28 15:10:20.018 UTC+09:00"
