"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.684065479110793E9,"2023-05-14 20:57:59.111 UTC+09:00"
"PAUSE",4.817867224999645E1,1.684065527288924E9,"2023-05-14 20:58:47.289 UTC+09:00"
