"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683439630442426E9,"2023-05-07 15:07:10.442 UTC+09:00"
"PAUSE",7.997003120833688E1,1.683439710412368E9,"2023-05-07 15:08:30.412 UTC+09:00"
