"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683168948876795E9,"2023-05-04 11:55:48.877 UTC+09:00"
"PAUSE",4.622197245835559E1,1.683168995098959E9,"2023-05-04 11:56:35.099 UTC+09:00"
