"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.676708079251990E9,"2023-02-18 17:14:39.252 UTC+09:00"
"PAUSE",3.421015916654142E0,1.676708082672860E9,"2023-02-18 17:14:42.673 UTC+09:00"
