"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.676470040935867E9,"2023-02-15 23:07:20.936 UTC+09:00"
"PAUSE",3.028980916671571E0,1.676470043964800E9,"2023-02-15 23:07:23.965 UTC+09:00"
