"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.683376239130645E9,"2023-05-06 21:30:39.131 UTC+09:00"
"PAUSE",4.442804537499978E1,1.683376283557746E9,"2023-05-06 21:31:23.558 UTC+09:00"
