"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.682679890587931E9,"2023-04-28 20:04:50.588 UTC+09:00"
"PAUSE",1.186429599999974E1,1.682679902452258E9,"2023-04-28 20:05:02.452 UTC+09:00"
