"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.684649828102914E9,"2023-05-21 15:17:08.103 UTC+09:00"
"PAUSE",3.987815616666194E1,1.684649867981849E9,"2023-05-21 15:17:47.982 UTC+09:00"
