state,time
1704,1
2002,0
2045,1
2507,0
3200,1
3503,0
3543,1
3943,0
4547,1
4857,0
4904,1
5487,0
6256,1
6556,0
6596,1
6952,0
7485,1
7783,0
7826,1
8226,0
