"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.681905914945028E9,"2023-04-19 21:05:14.945 UTC+09:00"
"PAUSE",9.544198333343957E0,1.681905924489203E9,"2023-04-19 21:05:24.489 UTC+09:00"
