"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.684076154574034E9,"2023-05-14 23:55:54.574 UTC+09:00"
"PAUSE",5.031137575000321E1,1.684076204884515E9,"2023-05-14 23:56:44.885 UTC+09:00"
