"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.676430559696654E9,"2023-02-15 12:09:19.697 UTC+09:00"
"PAUSE",3.562404291666098E0,1.676430563259031E9,"2023-02-15 12:09:23.259 UTC+09:00"
