"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.676995483681012E9,"2023-02-22 01:04:43.681 UTC+09:00"
"PAUSE",3.122432625037618E0,1.676995486803431E9,"2023-02-22 01:04:46.803 UTC+09:00"
