"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.684650546061887E9,"2023-05-21 15:29:06.062 UTC+09:00"
"PAUSE",4.021326670833514E1,1.684650586275939E9,"2023-05-21 15:29:46.276 UTC+09:00"
