"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.674390757702487E9,"2023-01-22 21:32:37.702 UTC+09:00"
"PAUSE",2.542107124812901E0,1.674390760244585E9,"2023-01-22 21:32:40.245 UTC+09:00"
